Date_Time,DO_mgL,Spec_con,DO_Sat,Water_Temp,Receiver_Serial
2023-05-30 14:00,7.751,,96.006787,26.271,139272
2023-05-30 15:00,7.365,,96.688856,29.554,139272
2023-05-30 16:00,7.43,,95.113917,28.114,139272
2023-05-30 17:00,7.087,,97.479162,32.283,139272
2023-05-30 18:00,7.104,,104.676624,36.456,139272
2023-05-30 19:00,7,,103.129155,36.447,139272
2023-05-30 20:00,6.947,,102.363247,36.456,139272
2023-05-30 21:00,6.875,,95.545334,32.899,139272
2023-05-30 22:00,6.758,,95.073332,33.632,139272
2023-05-30 23:00,8.102,,94.920075,23.26,139272
2023-05-31 00:00,8.145,,94.71579,22.867,139272
2023-05-31 01:00,8.139,,92.977906,21.938,139272
2023-05-31 02:00,7.839,,94.366085,24.712,139272
2023-05-31 03:00,7.737,,94.589857,25.553,139272
2023-05-31 04:00,7.801,,94.625021,25.124,139272
2023-05-31 05:00,7.908,,94.427806,24.275,139272
2023-05-31 06:00,8.037,,94.293798,23.336,139272
2023-05-31 07:00,8.167,,94.035738,22.348,139272
2023-05-31 08:00,8.304,,93.7031,21.303,139272
2023-05-31 09:00,8.443,,93.629436,20.416,139272
2023-05-31 10:00,8.574,,93.66916,19.662,139272
2023-05-31 11:00,8.637,,93.647311,19.285,139272
2023-05-31 12:00,8.802,,93.762798,18.411,139272
2023-05-31 13:00,8.402,,94.700065,21.244,139272
2023-05-31 14:00,8.195,,95.463896,22.959,139272
2023-05-31 15:00,6.806,,96.385335,34.032,139272
2023-05-31 16:00,7.185,,95.741626,30.417,139272
2023-05-31 17:00,7.314,,95.947684,29.511,139272
2023-05-31 18:00,7.173,,76.763729,18.638,139272
2023-05-31 19:00,7.307,,78.491699,18.823,139272
2023-05-31 20:00,7.401,,79.691455,18.941,139272
2023-05-31 21:00,7.477,,81.001496,19.243,139272
2023-05-31 22:00,7.328,,78.958046,18.974,139272
2023-05-31 23:00,7.412,,79.822804,18.949,139272
2023-06-01 00:00,7.344,,79.010579,18.899,139272
2023-06-01 01:00,7.517,,81.104123,19.041,139272
2023-06-01 02:00,7.43,,80.152503,19.033,139272
2023-06-01 03:00,7.393,,79.605314,18.941,139272
2023-06-01 04:00,7.256,,78.022782,18.873,139272
2023-06-01 05:00,7.299,,78.526445,18.899,139272
2023-06-01 06:00,7.195,,77.459225,18.932,139272
2023-06-01 07:00,7.066,,76.084289,18.941,139272
2023-06-01 08:00,7.038,,75.782794,18.941,139272
2023-06-01 09:00,7.022,,75.596759,18.932,139272
2023-06-01 10:00,7.012,,75.502835,18.941,139272
2023-06-01 11:00,7.026,,75.678048,18.957,139272
2023-06-01 12:00,6.982,,75.255785,18.991,139272
2023-06-01 13:00,6.904,,74.47818,19.033,139272
2023-06-01 14:00,6.9,,74.460567,19.05,139272
2023-06-01 15:00,6.892,,74.38624,19.058,139272
2023-06-01 16:00,6.995,,75.805698,19.26,139272
2023-06-01 17:00,7.145,,77.809772,19.503,139272
2023-06-01 18:00,7.16,,78.104325,19.587,139272
2023-06-01 19:00,7.117,,77.739313,19.654,139272
2023-06-01 20:00,7.047,,77.374767,19.914,139272
2023-06-01 21:00,7.166,,78.693889,19.922,139272
2023-06-01 22:00,7.112,,78.192567,19.981,139272
2023-06-01 23:00,7.156,,78.715418,20.006,139272
2023-06-02 00:00,7.162,,79.08205,20.198,139272
2023-06-02 01:00,6.99,,77.158384,20.182,139272
2023-06-02 02:00,6.681,,73.588295,20.073,139272
2023-06-02 03:00,7.111,,78.298132,20.056,139272
2023-06-02 04:00,6.767,,74.460113,20.022,139272
2023-06-02 05:00,6.865,,75.514442,20.006,139272
2023-06-02 06:00,6.855,,75.378976,19.989,139272
2023-06-02 07:00,6.919,,76.05703,19.972,139272
2023-06-02 08:00,6.662,,73.183924,19.939,139272
2023-06-02 09:00,6.629,,72.747553,19.888,139272
2023-06-02 10:00,6.389,,70.067707,19.855,139272
2023-06-02 11:00,6.72,,73.709503,19.863,139272
2023-06-02 12:00,6.488,,71.153433,19.855,139272
2023-06-02 13:00,6.711,,73.635704,19.88,139272
2023-06-02 14:00,6.65,,73.075348,19.955,139272
2023-06-02 15:00,6.655,,73.14338,19.964,139272
2023-06-02 16:00,6.839,,75.340556,20.081,139272
2023-06-02 17:00,6.76,,74.569292,20.148,139272
2023-06-02 18:00,6.708,,74.30237,20.357,139272
2023-06-02 19:00,6.864,,76.395528,20.6,139272
2023-06-02 20:00,6.917,,76.921779,20.558,139272
2023-06-02 21:00,7.001,,78.099793,20.717,139272
2023-06-02 22:00,6.875,,76.909714,20.86,139272
2023-06-02 23:00,7.139,,79.875571,20.868,139272
2023-06-03 00:00,7.203,,80.552157,20.843,139272
2023-06-03 01:00,7.193,,80.400899,20.818,139272
2023-06-03 02:00,7.085,,79.193712,20.818,139272
2023-06-03 03:00,7.261,,81.213516,20.851,139272
2023-06-03 04:00,6.984,,78.103049,20.843,139272
2023-06-03 05:00,6.881,,76.887824,20.801,139272
2023-06-03 06:00,7.017,,78.407479,20.801,139272
2023-06-03 07:00,6.844,,76.462386,20.793,139272
2023-06-03 08:00,6.795,,75.938783,20.809,139272
2023-06-03 09:00,6.508,,72.708534,20.793,139272
2023-06-03 10:00,6.415,,71.645615,20.776,139272
2023-06-03 11:00,6.404,,71.475036,20.742,139272
2023-06-03 12:00,6.151,,68.629734,20.726,139272
2023-06-03 13:00,6.289,,70.203927,20.751,139272
2023-06-03 14:00,6.589,,73.625036,20.801,139272
2023-06-03 15:00,6.756,,75.465905,20.784,139272
2023-06-03 16:00,6.776,,75.763585,20.834,139272
2023-06-03 17:00,6.785,,75.902896,20.86,139272
2023-06-03 18:00,6.717,,75.153973,20.868,139272
2023-06-03 19:00,7.062,,79.674297,21.294,139272
2023-06-03 20:00,6.831,,76.817637,21.127,139272
2023-06-03 21:00,7.242,,81.945348,21.445,139272
2023-06-03 22:00,6.921,,78.083519,21.294,139272
2023-06-03 23:00,7.104,,80.148146,21.294,139272
2023-06-04 00:00,7.209,,81.478474,21.386,139272
2023-06-04 01:00,6.942,,78.360091,21.32,139272
2023-06-04 02:00,6.821,,76.817494,21.202,139272
2023-06-04 03:00,6.956,,78.197361,21.11,139272
2023-06-04 04:00,7.037,,79.056973,21.077,139272
2023-06-04 05:00,6.929,,77.84365,21.077,139272
2023-06-04 06:00,6.958,,78.131275,21.052,139272
2023-06-04 07:00,7.013,,78.722708,21.035,139272
2023-06-04 08:00,6.933,,77.760799,20.993,139272
2023-06-04 09:00,6.804,,76.22736,20.935,139272
2023-06-04 10:00,6.678,,74.779125,20.91,139272
2023-06-04 11:00,6.688,,74.81777,20.86,139272
2023-06-04 12:00,6.518,,72.867411,20.826,139272
2023-06-04 13:00,5.915,,66.071762,20.784,139272
2023-06-04 14:00,5.379,,60.035013,20.742,139272
2023-06-04 15:00,6.814,,76.001765,20.709,139272
2023-06-04 16:00,7.238,,80.664347,20.667,139272
2023-06-04 17:00,7.116,,79.304711,20.667,139272
2023-06-04 18:00,7.461,,83.478307,20.868,139272
2023-06-04 19:00,7.414,,83.006096,20.901,139272
2023-06-04 20:00,7.198,,80.403135,20.784,139272
2023-06-04 21:00,7.497,,84.19686,21.06,139272
2023-06-04 22:00,7.461,,83.807289,21.069,139272
2023-06-04 23:00,7.439,,83.476918,21.018,139272
2023-06-05 00:00,7.494,,84.094102,21.018,139272
2023-06-05 01:00,7.248,,81.268409,20.977,139272
2023-06-05 02:00,7.188,,80.529434,20.935,139272
2023-06-05 03:00,7.357,,82.342117,20.885,139272
2023-06-05 04:00,7.233,,80.966955,20.893,139272
2023-06-05 05:00,7.206,,80.652072,20.885,139272
2023-06-05 06:00,7.024,,78.588879,20.868,139272
2023-06-05 07:00,7.061,,78.964151,20.843,139272
2023-06-05 08:00,6.715,,75.057978,20.818,139272
2023-06-05 09:00,6.939,,77.523742,20.793,139272
2023-06-05 10:00,6.429,,71.78929,20.767,139272
2023-06-05 11:00,6.529,,72.905938,20.767,139272
2023-06-05 12:00,6.165,,68.807558,20.742,139272
2023-06-05 13:00,6.162,,68.740312,20.717,139272
2023-06-05 14:00,7.146,,79.560767,20.617,139272
2023-06-05 15:00,7.25,,80.532881,20.5,139272
2023-06-05 16:00,7.148,,79.360739,20.475,139272
2023-06-05 17:00,7.394,,82.023969,20.433,139272
2023-06-05 18:00,7.399,,82.11993,20.458,139272
2023-06-05 19:00,7.437,,82.623101,20.508,139272
2023-06-05 20:00,7.429,,82.698559,20.609,139272
2023-06-05 21:00,7.632,,85.013501,20.642,139272
2023-06-05 22:00,7.669,,85.748367,20.834,139272
2023-06-05 23:00,7.769,,86.667233,20.717,139272
2023-06-06 00:00,7.733,,86.265634,20.717,139272
2023-06-06 01:00,7.719,,86.238041,20.793,139272
2023-06-06 02:00,7.597,,84.763468,20.726,139272
2023-06-06 03:00,7.36,,82.132046,20.734,139272
2023-06-06 04:00,7.255,,80.88083,20.684,139272
2023-06-06 05:00,7.025,,78.290556,20.667,139272
2023-06-06 06:00,7.083,,78.885729,20.634,139272
2023-06-06 07:00,6.999,,77.871999,20.583,139272
2023-06-06 08:00,6.756,,75.119511,20.55,139272
2023-06-06 09:00,7.013,,77.848081,20.466,139272
2023-06-06 10:00,7.141,,79.21736,20.433,139272
2023-06-06 11:00,7.483,,82.873696,20.349,139272
2023-06-06 12:00,7.33,,81.151963,20.332,139272
2023-06-06 13:00,6.326,,70.025395,20.324,139272
2023-06-06 14:00,7.649,,84.725525,20.357,139272
2023-06-06 15:00,7.831,,86.871747,20.433,139272
2023-06-06 16:00,7.608,,84.327994,20.391,139272
2023-06-06 17:00,7.528,,83.441264,20.391,139272
2023-06-06 18:00,7.497,,83.248646,20.483,139272
2023-06-06 19:00,7.433,,82.619355,20.533,139272
2023-06-06 20:00,6.905,,76.764134,20.542,139272
2023-06-06 21:00,7.158,,79.721029,20.634,139272
2023-06-06 22:00,7.294,,81.181378,20.6,139272
2023-06-06 23:00,7.374,,82.086307,20.609,139272
2023-06-07 00:00,7.28,,80.99845,20.583,139272
2023-06-07 01:00,7.164,,79.629364,20.533,139272
2023-06-07 02:00,7.578,,84.134818,20.475,139272
2023-06-07 03:00,7.501,,83.22409,20.441,139272
2023-06-07 04:00,7.31,,81.052126,20.408,139272
2023-06-07 05:00,7.258,,80.315133,20.307,139272
2023-06-07 06:00,6.942,,76.730272,20.249,139272
2023-06-07 07:00,6.503,,71.82962,20.215,139272
2023-06-07 08:00,6.268,,69.16536,20.165,139272
2023-06-07 09:00,7.425,,81.877281,20.131,139272
2023-06-07 10:00,7.32,,80.666607,20.098,139272
2023-06-07 11:00,7.414,,81.634419,20.056,139272
2023-06-07 12:00,7.37,,81.095172,20.022,139272
2023-06-07 13:00,6.68,,73.479457,20.006,139272
2023-06-07 14:00,7.432,,81.683185,19.964,139272
2023-06-07 15:00,7.571,,83.321751,20.031,139272
2023-06-07 16:00,7.771,,85.750481,20.165,139272
2023-06-07 17:00,7.635,,84.304866,20.198,139272
2023-06-07 18:00,7.745,,85.704148,20.307,139272
2023-06-07 19:00,7.872,,87.297279,20.416,139272
2023-06-07 20:00,7.876,,87.355429,20.424,139272
2023-06-07 21:00,7.889,,87.760459,20.575,139272
2023-06-07 22:00,7.886,,87.683905,20.55,139272
2023-06-07 23:00,7.815,,87.022847,20.625,139272
2023-06-08 00:00,7.786,,86.44414,20.475,139272
2023-06-08 01:00,7.827,,86.741712,20.383,139272
2023-06-08 02:00,7.823,,86.553582,20.299,139272
2023-06-08 03:00,7.822,,86.499735,20.274,139272
2023-06-08 04:00,7.697,,85.11742,20.274,139272
2023-06-08 05:00,7.622,,84.161321,20.198,139272
2023-06-08 06:00,7.445,,82.1255,20.148,139272
2023-06-08 07:00,7.1,,78.177013,20.056,139272
2023-06-08 08:00,7.589,,83.408731,19.964,139272
2023-06-08 09:00,6.687,,73.458556,19.939,139272
2023-06-08 10:00,7.353,,80.707284,19.897,139272
2023-06-08 11:00,7.228,,79.229496,19.83,139272
2023-06-08 12:00,6.737,,73.810634,19.805,139272
2023-06-08 13:00,7.3,,79.951768,19.788,139272
2023-06-08 14:00,7.364,,80.692916,19.813,139272
2023-06-08 15:00,7.262,,79.587912,19.821,139272
2023-06-08 16:00,7.471,,81.961665,19.872,139272
2023-06-08 17:00,7.552,,83.153916,20.056,139272
2023-06-08 18:00,7.277,,80.192746,20.098,139272
2023-06-08 19:00,7.659,,84.836292,20.357,139272
2023-06-08 20:00,7.603,,84.439016,20.491,139272
2023-06-08 21:00,7.673,,85.441626,20.625,139272
2023-06-08 22:00,7.666,,85.378794,20.634,139272
2023-06-08 23:00,7.541,,83.847874,20.55,139272
2023-06-09 00:00,7.554,,83.951062,20.525,139272
2023-06-09 01:00,7.426,,82.541549,20.533,139272
2023-06-09 02:00,7.502,,83.317308,20.491,139272
2023-06-09 03:00,7.341,,81.42156,20.424,139272
2023-06-09 04:00,7.239,,80.198345,20.366,139272
2023-06-09 05:00,7.046,,77.956863,20.299,139272
2023-06-09 06:00,6.688,,73.861356,20.207,139272
2023-06-09 07:00,7.425,,81.864293,20.123,139272
2023-06-09 08:00,6.71,,73.907718,20.073,139272
2023-06-09 09:00,6.981,,76.828576,20.031,139272
2023-06-09 10:00,5.81,,63.86636,19.972,139272
2023-06-09 11:00,5.604,,61.550481,19.93,139272
2023-06-09 12:00,5.974,,65.549054,19.88,139272
2023-06-09 13:00,6.876,,75.420616,19.863,139272
2023-06-09 14:00,6.689,,73.480527,19.939,139272
2023-06-09 15:00,6.407,,70.335087,19.905,139272
2023-06-09 16:00,6.386,,70.198033,19.972,139272
2023-06-09 17:00,6.717,,74.230112,20.24,139272
2023-06-09 18:00,6.618,,73.390929,20.416,139272
2023-06-09 19:00,6.642,,73.766137,20.491,139272
2023-06-09 20:00,6.3,,69.737589,20.324,139272
2023-06-09 21:00,6.896,,77.004036,20.767,139272
2023-06-09 22:00,6.563,,72.756579,20.399,139272
2023-06-09 23:00,6.778,,75.500722,20.642,139272
2023-06-10 00:00,6.533,,72.724416,20.609,139272
2023-06-10 01:00,6.832,,76.027399,20.592,139272
2023-06-10 02:00,6.639,,73.916027,20.617,139272
2023-06-10 03:00,6.782,,75.457622,20.583,139272
2023-06-10 04:00,6.779,,75.400487,20.567,139272
2023-06-10 05:00,6.764,,75.196612,20.542,139272
2023-06-10 06:00,6.773,,75.234372,20.5,139272
2023-06-10 07:00,6.745,,74.811119,20.424,139272
2023-06-10 08:00,6.689,,74.141687,20.391,139272
2023-06-10 09:00,6.534,,72.303538,20.307,139272
2023-06-10 10:00,6.123,,67.677824,20.249,139272
2023-06-10 11:00,5.777,,63.778918,20.19,139272
2023-06-10 12:00,5.494,,60.574064,20.123,139272
2023-06-10 13:00,5.41,,59.618353,20.098,139272
2023-06-10 14:00,5.338,,58.863424,20.131,139272
2023-06-10 15:00,6.469,,71.383331,20.165,139272
2023-06-10 16:00,6.7,,74.251881,20.383,139272
2023-06-10 17:00,6.715,,74.688637,20.567,139272
2023-06-10 18:00,6.602,,73.648741,20.717,139272
2023-06-10 19:00,6.779,,76.084099,21.027,139272
2023-06-10 20:00,6.808,,76.696502,21.219,139272
2023-06-10 21:00,6.704,,75.439503,21.161,139272
2023-06-10 22:00,7.076,,79.936396,21.361,139272
2023-06-10 23:00,7.021,,79.237948,21.311,139272
2023-06-11 00:00,6.88,,77.481947,21.202,139272
2023-06-11 01:00,6.878,,77.30843,21.102,139272
2023-06-11 02:00,6.65,,74.513719,20.943,139272
2023-06-11 03:00,6.561,,73.504955,20.935,139272
2023-06-11 04:00,6.53,,73.025904,20.843,139272
2023-06-11 05:00,6.442,,72.017776,20.826,139272
2023-06-11 06:00,6.358,,71.067554,20.818,139272
2023-06-11 07:00,6.26,,69.948812,20.801,139272
2023-06-11 08:00,6.259,,69.890989,20.767,139272
2023-06-11 09:00,6.382,,71.194527,20.717,139272
2023-06-11 10:00,6.357,,70.857131,20.675,139272
2023-06-11 11:00,6.116,,68.070374,20.6,139272
2023-06-11 12:00,6.208,,68.992347,20.525,139272
2023-06-11 13:00,6.046,,67.125773,20.475,139272
2023-06-11 14:00,6.095,,67.557719,20.391,139272
2023-06-11 15:00,6.59,,72.983784,20.349,139272
2023-06-11 16:00,6.555,,72.560301,20.324,139272
2023-06-11 17:00,6.596,,72.978068,20.299,139272
2023-06-11 18:00,6.765,,74.93374,20.357,139272
2023-06-11 19:00,6.958,,77.07154,20.357,139272
2023-06-11 20:00,6.682,,73.966123,20.324,139272
2023-06-11 21:00,6.89,,76.280631,20.332,139272
2023-06-11 22:00,6.753,,74.788997,20.349,139272
2023-06-11 23:00,6.915,,76.583136,20.349,139272
2023-06-12 00:00,6.909,,76.490984,20.332,139272
2023-06-12 01:00,6.909,,76.466795,20.316,139272
2023-06-12 02:00,6.879,,76.083591,20.282,139272
2023-06-12 03:00,6.943,,76.701839,20.223,139272
2023-06-12 04:00,7.175,,79.225594,20.198,139272
2023-06-12 05:00,7.208,,79.577365,20.19,139272
2023-06-12 06:00,7.135,,78.67938,20.131,139272
2023-06-12 07:00,7.008,,77.214569,20.089,139272
2023-06-12 08:00,7.052,,77.622288,20.039,139272
2023-06-12 09:00,7.119,,78.308421,20.006,139272
2023-06-12 10:00,7.179,,78.902528,19.964,139272
2023-06-12 11:00,7.059,,77.480309,19.897,139272
2023-06-12 12:00,7.065,,77.493696,19.863,139272
2023-06-12 13:00,7.06,,77.387969,19.83,139272
2023-06-12 14:00,6.988,,76.624688,19.847,139272
2023-06-12 15:00,7.115,,77.99085,19.83,139272
2023-06-12 16:00,7.016,,76.879617,19.813,139272
2023-06-12 17:00,7.064,,77.379366,19.796,139272
2023-06-12 18:00,6.99,,76.684786,19.872,139272
2023-06-12 19:00,7,,76.75627,19.847,139272
2023-06-12 20:00,6.855,,75.341528,19.964,139272
2023-06-12 21:00,7.001,,77.240001,20.156,139272
2023-06-12 22:00,6.951,,76.626051,20.115,139272
2023-06-12 23:00,6.69,,73.589456,20.006,139272
2023-06-13 00:00,6.816,,74.938208,19.981,139272
2023-06-13 01:00,6.675,,73.424458,20.006,139272
2023-06-13 02:00,6.747,,74.216452,20.006,139272
2023-06-13 03:00,7.039,,77.349982,19.955,139272
2023-06-13 04:00,6.893,,75.70797,19.93,139272
2023-06-13 05:00,7.023,,77.123526,19.922,139272
2023-06-13 06:00,7.064,,77.496614,19.872,139272
2023-06-13 07:00,6.987,,76.549636,19.805,139272
2023-06-13 08:00,6.601,,72.428742,19.88,139272
2023-06-13 09:00,6.855,,75.103443,19.805,139272
2023-06-13 10:00,7.041,,77.050557,19.746,139272
2023-06-13 11:00,7.111,,77.751378,19.704,139272
2023-06-13 12:00,6.934,,75.841798,19.721,139272
2023-06-13 13:00,6.858,,74.985086,19.704,139272
2023-06-13 14:00,6.99,,76.416162,19.696,139272
2023-06-13 15:00,6.946,,75.935145,19.696,139272
2023-06-13 16:00,7.023,,76.85358,19.746,139272
2023-06-13 17:00,6.917,,75.516967,19.629,139272
2023-06-13 18:00,6.795,,74.047148,19.536,139272
2023-06-13 19:00,6.802,,74.086336,19.511,139272
2023-06-13 20:00,6.81,,74.08733,19.453,139272
2023-06-13 21:00,6.857,,74.573233,19.436,139272
2023-06-13 22:00,6.703,,72.848717,19.402,139272
2023-06-13 23:00,6.409,,69.666078,19.411,139272
2023-06-14 00:00,6.58,,71.500467,19.394,139272
2023-06-14 01:00,6.61,,71.765937,19.352,139272
2023-06-14 02:00,6.522,,70.857423,19.385,139272
2023-06-14 03:00,6.163,,66.923526,19.36,139272
2023-06-14 04:00,6.008,,65.152658,19.293,139272
2023-06-14 05:00,6.382,,69.080502,19.201,139272
2023-06-14 06:00,5.784,,62.564749,19.167,139272
2023-06-14 07:00,6.593,,71.279693,19.142,139272
2023-06-14 08:00,6.325,,68.313361,19.092,139272
2023-06-14 09:00,6.415,,69.226744,19.05,139272
2023-06-14 10:00,6.53,,70.408048,19.008,139272
2023-06-14 11:00,6.351,,68.465584,18.999,139272
2023-06-14 12:00,6.155,,66.364707,19.008,139272
2023-06-14 13:00,6.198,,66.805408,18.991,139272
2023-06-14 14:00,6.156,,66.419713,19.041,139272
2023-06-14 15:00,5.892,,63.604657,19.067,139272
2023-06-14 16:00,5.858,,63.226145,19.058,139272
2023-06-14 17:00,5.819,,62.848292,19.092,139272
2023-06-14 18:00,5.766,,62.275864,19.092,139272
2023-06-14 19:00,5.527,,59.745089,19.134,139272
2023-06-14 20:00,5.598,,60.480879,19.108,139272
2023-06-14 21:00,5.67,,61.63312,19.411,139272
2023-06-14 22:00,5.587,,60.587201,19.293,139272
2023-06-14 23:00,5.568,,60.309575,19.234,139272
2023-06-15 00:00,5.891,,63.9699,19.36,139272
2023-06-15 01:00,5.614,,60.921597,19.327,139272
2023-06-15 02:00,5.618,,60.871958,19.251,139272
2023-06-15 03:00,5.781,,62.553706,19.184,139272
2023-06-15 04:00,5.574,,60.221583,19.108,139272
2023-06-15 05:00,5.814,,62.772768,19.075,139272
2023-06-15 06:00,5.73,,61.834645,19.05,139272
2023-06-15 07:00,5.386,,58.122408,19.05,139272
2023-06-15 08:00,5.055,,54.522946,19.025,139272
2023-06-15 09:00,5.122,,55.207696,18.991,139272
2023-06-15 10:00,5.22,,56.196964,18.932,139272
2023-06-15 11:00,5.08,,54.62455,18.873,139272
2023-06-15 12:00,4.923,,52.901007,18.84,139272
2023-06-15 13:00,4.824,,51.801508,18.806,139272
2023-06-15 14:00,4.637,,49.793448,18.806,139272
2023-06-15 15:00,5.413,,58.175813,18.848,139272
2023-06-15 16:00,5.635,,60.624266,18.899,139272
2023-06-15 17:00,5.804,,62.45256,18.907,139272
2023-06-15 18:00,6.291,,67.77358,18.966,139272
2023-06-15 19:00,6.46,,70.102158,19.327,139272
2023-06-15 20:00,6.351,,68.872259,19.293,139272
2023-06-15 21:00,6.512,,70.748779,19.385,139272
2023-06-15 22:00,6.428,,69.94269,19.461,139272
2023-06-15 23:00,6.457,,70.269503,19.469,139272
2023-06-16 00:00,6.357,,69.146578,19.444,139272
2023-06-16 01:00,6.296,,68.414429,19.394,139272
2023-06-16 02:00,6.372,,69.112488,19.302,139272
2023-06-16 03:00,6.267,,67.893056,19.243,139272
2023-06-16 04:00,6.426,,69.544171,19.192,139272
2023-06-16 05:00,6.144,,66.425365,19.142,139272
2023-06-16 06:00,6.233,,67.353645,19.117,139272
2023-06-16 07:00,6.064,,65.44953,19.058,139272
2023-06-16 08:00,6.136,,66.182551,19.025,139272
2023-06-16 09:00,6.169,,66.459262,18.966,139272
2023-06-16 10:00,6.198,,66.71503,18.924,139272
2023-06-16 11:00,6.317,,67.938212,18.882,139272
2023-06-16 12:00,6.147,,66.030994,18.823,139272
2023-06-16 13:00,6.173,,66.276719,18.798,139272
2023-06-16 14:00,6.062,,65.117925,18.823,139272
2023-06-16 15:00,6.274,,67.44163,18.857,139272
2023-06-16 16:00,6.407,,68.917298,18.89,139272
2023-06-16 17:00,6.401,,68.876436,18.907,139272
2023-06-16 18:00,6.277,,67.633686,18.974,139272
2023-06-16 19:00,6.149,,66.322769,19.025,139272
2023-06-16 20:00,6.476,,69.87233,19.041,139272
2023-06-16 21:00,6.229,,67.196493,19.033,139272
2023-06-16 22:00,6.138,,66.327078,19.117,139272
2023-06-16 23:00,6.238,,67.487835,19.176,139272
2023-06-17 00:00,6.012,,64.998258,19.142,139272
2023-06-17 01:00,6.083,,65.798992,19.167,139272
2023-06-17 02:00,5.914,,63.949043,19.15,139272
2023-06-17 03:00,5.89,,63.647196,19.117,139272
2023-06-17 04:00,5.663,,61.173274,19.1,139272
2023-06-17 05:00,5.26,,56.782162,19.067,139272
2023-06-17 06:00,4.739,,51.148635,19.058,139272
2023-06-17 07:00,4.582,,49.429175,19.033,139272
2023-06-17 08:00,4.654,,50.146117,18.974,139272
2023-06-17 09:00,5.069,,54.608851,18.966,139272
2023-06-17 10:00,4.585,,49.419618,18.991,139272
2023-06-17 11:00,4.746,,51.085759,18.924,139272
2023-06-17 12:00,4.775,,51.38025,18.907,139272
2023-06-17 13:00,4.583,,49.339212,18.932,139272
2023-06-17 14:00,4.63,,49.854268,18.941,139272
2023-06-17 15:00,5.095,,54.823534,18.907,139272
2023-06-17 16:00,5.34,,57.517901,18.957,139272
