Date_Time,DO_mgL,Spec_con,DO_Sat,Water_Temp,Receiver_Serial
2023-05-30 14:00,8.168,,97.305508,24.15,139268
2023-05-30 15:00,7.496,,98.760607,29.76,139268
2023-05-30 16:00,7.563,,98.575737,29.14,139268
2023-05-30 17:00,6.96,,98.080984,33.734,139268
2023-05-30 18:00,7.218,,106.433967,36.501,139268
2023-05-30 19:00,7.592,,111.965154,36.51,139268
2023-05-30 20:00,6.86,,101.169778,36.51,139268
2023-05-30 21:00,8.691,,93.485288,18.89,139268
2023-05-30 22:00,8.37,,89.390024,18.537,139268
2023-05-30 23:00,8.273,,88.021671,18.352,139268
2023-05-31 00:00,8.133,,86.532122,18.352,139268
2023-05-31 01:00,8.009,,85.183249,18.335,139268
2023-05-31 02:00,7.951,,84.537021,18.318,139268
2023-05-31 03:00,7.539,,80.156534,18.318,139268
2023-05-31 04:00,7.434,,78.985283,18.284,139268
2023-05-31 05:00,7.335,,77.906357,18.267,139268
2023-05-31 06:00,7.284,,77.352029,18.259,139268
2023-05-31 07:00,7.263,,77.062823,18.217,139268
2023-05-31 08:00,7.001,,74.282917,18.217,139268
2023-05-31 09:00,7.295,,77.348537,18.183,139268
2023-05-31 10:00,7.234,,76.662521,18.158,139268
2023-05-31 11:00,7.292,,77.250285,18.141,139268
2023-05-31 12:00,7.167,,75.964925,18.166,139268
2023-05-31 13:00,6.756,,71.708309,18.234,139268
2023-05-31 14:00,7.625,,81.279521,18.444,139268
2023-05-31 15:00,7.649,,81.829504,18.621,139268
2023-05-31 16:00,7.728,,83.056103,18.848,139268
2023-05-31 17:00,8.064,,87.227202,19.167,139268
2023-05-31 18:00,7.859,,85.268309,19.318,139268
2023-05-31 19:00,8.234,,89.41235,19.36,139268
2023-05-31 20:00,8.857,,96.583072,19.57,139268
2023-05-31 21:00,8.674,,94.477764,19.512,139268
2023-05-31 22:00,8.45,,91.619749,19.285,139268
2023-05-31 23:00,8.092,,87.575904,19.193,139268
2023-06-01 00:00,8.098,,87.580864,19.159,139268
2023-06-01 01:00,7.918,,85.591029,19.134,139268
2023-06-01 02:00,7.869,,85.16248,19.193,139268
2023-06-01 03:00,7.875,,85.198253,19.176,139268
2023-06-01 04:00,7.641,,82.596748,19.134,139268
2023-06-01 05:00,7.652,,82.785654,19.176,139268
2023-06-01 06:00,7.489,,81.090706,19.218,139268
2023-06-01 07:00,7.313,,79.07825,19.151,139268
2023-06-01 08:00,7.145,,77.274052,19.159,139268
2023-06-01 09:00,7.051,,76.219038,19.134,139268
2023-06-01 10:00,7.214,,77.677903,18.941,139268
2023-06-01 11:00,7.232,,77.805624,18.899,139268
2023-06-01 12:00,7.008,,75.471966,18.949,139268
2023-06-01 13:00,7.161,,77.041769,18.899,139268
2023-06-01 14:00,7.066,,76.148879,18.983,139268
2023-06-01 15:00,7.468,,80.590074,19.05,139268
2023-06-01 16:00,8.107,,87.812421,19.235,139268
2023-06-01 17:00,8.379,,91.432774,19.604,139268
2023-06-01 18:00,8.165,,89.994596,20.107,139268
2023-06-01 19:00,8.668,,95.792667,20.241,139268
2023-06-01 20:00,8.987,,99.612997,20.391,139268
2023-06-01 21:00,8.133,,88.956064,19.721,139268
2023-06-01 22:00,8.892,,97.747153,19.973,139268
2023-06-01 23:00,8.919,,99.220553,20.576,139268
2023-06-02 00:00,8.048,,88.984875,20.266,139268
2023-06-02 01:00,7.499,,82.845813,20.224,139268
2023-06-02 02:00,7.337,,80.786584,20.056,139268
2023-06-02 03:00,7.393,,81.282009,19.981,139268
2023-06-02 04:00,7.23,,79.529412,20.006,139268
2023-06-02 05:00,7.306,,80.379777,20.015,139268
2023-06-02 06:00,7.332,,80.773201,20.082,139268
2023-06-02 07:00,6.969,,76.64625,19.998,139268
2023-06-02 08:00,7.224,,79.436575,19.989,139268
2023-06-02 09:00,7.135,,78.44544,19.981,139268
2023-06-02 10:00,7.094,,77.943514,19.948,139268
2023-06-02 11:00,6.989,,76.750152,19.922,139268
